State,District,University Type,University Name,University_Name_Cleaned,University ID,College Name,College_Name_Cleaned,College Id,College Type,Address,Website,Management,Year of Establishment,Specialised in,Location,Upload Year,The Institute Added In Survey Year,Location_Cleaned,Management_Cleaned,Segregation_type,Year_of_Establishment_cleaned
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Dakshin Guwahati B.Ed. College (Id: C-17103),Dakshin Guwahati B.Ed. College,C-17103,Affiliated College,"Fatashil Ambari, Guwahati",www.dgbed.org,Local Body,1993,Education/Teacher Education,Urban,2018,2010,Urban,Local Body,Government,1993
Assam,West Karbi Anglong,Central University,"Assam University, Silchar (Id: U-0050)","Assam University, Silchar",U-0050,Rangsina College (Id: C-63871),Rangsina College,C-63871,Affiliated College,"VILL- PHANKRI BLOCK NO 3, PO DONKAMOKAM, DONKAMOKAM",WWW.RANGSINACOLLEGE.IN,State Government,1983,No,Rural,2020,2019,Rural,State Government,Government,1983
Assam,Marigaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Mayang Anchalik College (Id: C-17233),Mayang Anchalik College,C-17233,Affiliated College,"Vill-Rajamayang, P.O.- Rajamayang, Morigaon",www.mayanganchalikcollege.org.in,State Government,1992,No,Rural,2020,2010,Rural,State Government,Government,1992
Assam,Kokrajhar,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Kokrajhar Law College (Id: C-17244),Kokrajhar Law College,C-17244,Affiliated College,"Khargaon, Kokrajhar, B.T.R, Assam, Opposite District Transport Office, Kokrajhar",www.klc.ac.in,Local Body,1985,Law,Urban,2020,2010,Urban,Local Body,Government,1985
Assam,Jorhat,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Asom Sattriya Sangit Mahavidyalaya. Jorhat (Id: C-8450),Asom Sattriya Sangit Mahavidyalaya. Jorhat,C-8450,Affiliated College,"Asom Sattriya Sangit Mahavidyalaya, Rajabari, Jorhat, Assam, Pin- 785014, Asom Sattriya Sangit Mahavidyalaya, Rajabari, Jorhat, Assam, Pin- 785014, Jorhat",,Local Body,1998,Sattriya Music,Rural,2017,2010,Rural,Local Body,Government,1998
Assam,Karbi Anglong,Central University,"Assam University, Silchar (Id: U-0050)","Assam University, Silchar",U-0050,Thong Nokbe College (Id: C-26445),Thong Nokbe College,C-26445,Affiliated College,"PO: Dokmoka, PS: Dokmoka",https://tnc.ac.in,State Government,1986,No,Rural,2020,2010,Rural,State Government,Government,1986
Assam,Udalguri,State Public University,BODOLAND UNIVERSITY (Id: U-0674),BODOLAND UNIVERSITY,U-0674,ROWTA DEGREE COLLEGE (Id: C-66001),ROWTA DEGREE COLLEGE,C-66001,Affiliated College,,,,,,,NO,2021,Not Defined,Not Defined,Not Defined,Not Defined
Assam,Sivasagar,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Dikhowmukh College P.O. Dikhowmukh (Id: C-8382),Dikhowmukh College P.O. Dikhowmukh,C-8382,Affiliated College,"P.O- Bharalua Tin Ali, Via-Gourisagar, Dist-Sivasagar, Sivasagar",www.dikhowmukhcollege.in,State Government,1982,No,Rural,2020,2010,Rural,State Government,Government,1982
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Nowboicha College P.O.Doolahat-787027 (Id: C-8359),Nowboicha College P.O.Doolahat-787027,C-8359,Affiliated College,"P.O.Doolahat-787027, Nowboicha, North Lakhimpur",www.nowboichacollege.ac.in,State Government,1985,No,Rural,2020,2010,Rural,State Government,Government,1985
Assam,Kamrup Metro,State Public University,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY (Id: U-0673),ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,U-0673,NATIONAL INSTITUTE OF ELECTRONICS AND INFORMATION TECHNOLOGY GUWAHATI (Id: C-66301),NATIONAL INSTITUTE OF ELECTRONICS AND INFORMATION TECHNOLOGY GUWAHATI,C-66301,Affiliated College,,,,,,,NO,2020,Not Defined,Not Defined,Not Defined,Not Defined
Assam,Majuli,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,U.M.K.College P.O. Ratanpur-Miri (Id: C-8440),U.M.K.College P.O. Ratanpur-Miri,C-8440,Affiliated College,"UMK College, Ratanpur Miri (Majuli), Jorhat",www.umkcollege.org,State Government,1973,No,Rural,2020,2010,Rural,State Government,Government,1973
Assam,Cachar,Central University,"Assam University, Silchar (Id: U-0050)","Assam University, Silchar",U-0050,M.C.Das College (Id: C-26433),M.C.Das College,C-26433,Affiliated College,"SONAI TOWN, WARD NO.-03, SILCHAR",www.mcdcollege.org.in,State Government,1972,No,Rural,2020,2010,Rural,State Government,Government,1972
Assam,Jorhat,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,D.C.B. Girls College P.O. Jorhat-785001 (Id: C-8471),D.C.B. Girls College P.O. Jorhat-785001,C-8471,Affiliated College,"K.K Baruah Road, Jorhat-785001, D.C.B. Road, Jorhat, Jorhat",www.dcbgirlscollegejorhat.org,State Government,1955,No,Urban,2020,2010,Urban,State Government,Government,1955
Assam,Kokrajhar,State Public University,BODOLAND UNIVERSITY (Id: U-0674),BODOLAND UNIVERSITY,U-0674,Aronai College (Id: C-61270),Aronai College,C-61270,Affiliated College,"Kadamtola, Near Auxilium Convent School, Kokrajhar",www.aronaicollege.ac.in,Private Un-Aided,2013,No,Rural,2020,2018,Rural,Private Un-Aided,Private,2013
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Dispur Law College (Id: C-17246),Dispur Law College,C-17246,Affiliated College,"Dispur Law College, Dharmananda Das Avenue,Last Gate,Dispur, Guwahati",www.dispurlawcollege.org,Private Aided,1993,Law,Urban,2020,2010,Urban,Private Aided,Private,1993
Assam,Golaghat,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,J.D.S.G.College P.O. Bokakhat-785612 (Id: C-8465),J.D.S.G.College P.O. Bokakhat-785612,C-8465,Affiliated College,"P.O. Bokakhat, P.S. Bokakhat, Bokakhat",www.jdsgcollege.org,State Government,1964,No,Rural,2020,2010,Rural,State Government,Government,1964
Assam,Sivasagar,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,"BIR LACHIT BORPHUKAN COLLEGE, SIVASAGAR (Id: C-8427)","BIR LACHIT BORPHUKAN COLLEGE, SIVASAGAR",C-8427,Affiliated College,"NAMTIAL PATHER  P.O. SIVASAGAR, NAMTIAL PATHER  PO SIVASAGAR  DISTT  SIVASAGAR  ASSAM, Sibsagar",www.blbcollege.org.in,State Government,1981,Arts,Rural,2020,2010,Rural,State Government,Government,1981
Assam,Kamrup,State Public University,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY (Id: U-0673),ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,U-0673,NETES Institute of Pharmaceutical Science (NIPS) (Id: C-57983),NETES Institute of Pharmaceutical Science (NIPS),C-57983,Affiliated College,"Shantipur, Mirza, NEMCARE Group of Institutions",www.ngiguwahati.in,Private Aided,2017,No,Rural,2020,2019,Rural,Private Aided,Private,2017
Assam,Dhubri,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Hamidabat College (Id: C-17247),Hamidabat College,C-17247,Affiliated College,"Vill- Satsia, P.O- Jamadarhat, Dist- Dhubri (Assam), Pin- 783330, Vill- Satsia, P.O- Jamadarhat, Dist- Dhubri (Assam), Pin- 783330, Dhubri",,State Government,1979,No,Rural,2018,2010,Rural,State Government,Government,1979
Assam,Dhemaji,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Jonai Science College P.O. Jonai Dist. Dhemaji Pin. 787060 (Id: C-8449),Jonai Science College P.O. Jonai Dist. Dhemaji Pin. 787060,C-8449,Affiliated College,"Udoipur,P.O:Jonai, District: Dhemaji, Assam., Jonai",jonaisciencecollege.edu.in,Local Body,2001,No,Rural,2019,2010,Rural,Local Body,Government,2001
Assam,Udalguri,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Udalguri College (Id: C-17282),Udalguri College,C-17282,Affiliated College,"Puroni Goraibari, College road, Udalguri",https://udalguricollege.com,State Government,1979,No,Rural,2020,2010,Rural,State Government,Government,1979
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,"United Tribal Degree College,P.O.Bilmukh, Dist.Lakhimpur (Id: C-8357)","United Tribal Degree College,P.O.Bilmukh, Dist.Lakhimpur",C-8357,Affiliated College,"PO-Bilmukh, Dist-Lakhimpur, Lakhimpur",http://www.utdcollege.com,Local Body,2001,No,Rural,2020,2010,Rural,Local Body,Government,2001
Assam,Goalpara,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Dolgoma Anchalik College (Id: C-17174),Dolgoma Anchalik College,C-17174,Affiliated College,"Vill- Dalgoma P.O-Matia, Pin- 783125, Dalgoma, Goalpara, Assam",www.dalgomaanchalikcollege.co.in,State Government,1993,No,Rural,2020,2010,Rural,State Government,Government,1993
Assam,Jorhat,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,BOSCO INSTITUTE (Id: C-52241),BOSCO INSTITUTE,C-52241,Affiliated College,"LIFE PLUS, BAGHCHUNG, JORHAT",www.bosocinstitute.org,Private Un-Aided,2008,social work,Rural,2019,2014,Rural,Private Un-Aided,Private,2008
Assam,Kamrup Metro,State Public University,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI (Id: U-0669)","SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",U-0669,DISPUR PARAMEDICAL AND NURSING INSTITUTE (Id: C-65430),DISPUR PARAMEDICAL AND NURSING INSTITUTE,C-65430,Affiliated College,,,,,,,NO,2021,Not Defined,Not Defined,Not Defined,Not Defined
Assam,Nagaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Udali College (Id: C-17201),Udali College,C-17201,Affiliated College,"Bamungaon, P.O-No-1 Pipalpukhuri,, Lanka, Lanka",www.udalicollege.co.in,State Government,1995,No,Rural,2020,2010,Rural,State Government,Government,1995
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,B Borooah College (Id: C-17292),B Borooah College,C-17292,Affiliated College,"Dr. B. Borooah Road, Ulubari, Guwahati-7, Guwahati",www.bborooahcollege.org,State Government,1943,No,Urban,2020,2010,Urban,State Government,Government,1943
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,PROVINCE COLLEGE (Id: C-49247),PROVINCE COLLEGE,C-49247,Affiliated College,"DR. RP ROAD  SIVA PATH  KALIRAM BHAWAN, DISPUR GHY 06, GUWAHATI",www.provincecollege.in,Private Aided,2012,No,Urban,2019,2012,Urban,Private Aided,Private,2012
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Dhakuakhana College P.O. Dhakuakhana-787055 (Id: C-8472),Dhakuakhana College P.O. Dhakuakhana-787055,C-8472,Affiliated College,"Dhakuakhana College, Dhakuakhana",www.dhakuakhanacollege.ac.in,State Government,1966,No,Rural,2020,2010,Rural,State Government,Government,1966
Assam,Tinsukia,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Womens College Tinsukia P.O. Tinsukia-786125 (Id: C-8468),Womens College Tinsukia P.O. Tinsukia-786125,C-8468,Affiliated College,"Durgabari Rangagora Road P.O. Tinsukia,, District Tinsukia Pin: 786125, Assam, Tinsukia",https://wcttsk.ac.in/,State Government,1966,No,Urban,2020,2010,Urban,State Government,Government,1966
Assam,Sonitpur,State Public University,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY (Id: U-0673),ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,U-0673,NORTH EASTERN REGIONAL INSTITUTE OF WATER AND LAND MANAGEMENT (Id: C-64696),NORTH EASTERN REGIONAL INSTITUTE OF WATER AND LAND MANAGEMENT,C-64696,Affiliated College,"O/O - NERIWALM, DOLABARI, P.O. - KALIABHOMORA,, TEZPUR",www.neriwalm.gov.in,Central Government,1989,No,Rural,2020,2020,Rural,Central Government,Government,1989
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,North Bank College P.O.Ghilamora-787053 (Id: C-8433),North Bank College P.O.Ghilamora-787053,C-8433,Affiliated College,"P.O. Ghilamara, Dist. Lakhimpur, Assam. PIN 787053, Ghilamara",www.northbankcollege.com,State Government,1961,No,Rural,2020,2010,Rural,State Government,Government,1961
Assam,Udalguri,State Public University,BODOLAND UNIVERSITY (Id: U-0674),BODOLAND UNIVERSITY,U-0674,"Paneri College, Paneri (Id: C-61268)","Paneri College, Paneri",C-61268,Affiliated College,"PANERI, PANERIHAT, UDALGURI",,Local Body,2005,No,Rural,2020,2018,Rural,Local Body,Government,2005
Assam,Dhemaji,State Public University,ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY (Id: U-0673),ASSAM SCIENCE AND TECHNOLOGY UNIVERSITY,U-0673,DHEMAJI ENGINEERING COLLEGE (Id: C-64586),DHEMAJI ENGINEERING COLLEGE,C-64586,Affiliated College,", , ",,State Government,2020,Engineering & Technology,Rural,2020,2020,Rural,State Government,Government,2020
Assam,Golaghat,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,DON BOSCO COLLEGE GOLAGHAT (Id: C-61392),DON BOSCO COLLEGE GOLAGHAT,C-61392,Affiliated College,"Dhodar Ali Rd, Ward No 2, Railway Gate No. 3, Golaghat",www.dbcgolaghat.com,Private Un-Aided,2015,Arts & Commerce,Rural,2020,2019,Rural,Private Un-Aided,Private,2015
Assam,Dhubri,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Bilasipara College (Id: C-17346),Bilasipara College,C-17346,Affiliated College,"Bilasipara, College Road, Dhubri",www.bilasiparacollege.org,State Government,1960,No,Rural,2020,2010,Rural,State Government,Government,1960
Assam,Marigaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Charaibahi College (Id: C-17209),Charaibahi College,C-17209,Affiliated College,"Charaibahi College, Morigaon, Morigaon",www.charaibahicolege.org.in,State Government,1990,No,Rural,2020,2010,Rural,State Government,Government,1990
Assam,Baksa,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Barama College (Id: C-17200),Barama College,C-17200,Affiliated College,"Post Office-Barama, Dist- Baksa, PIN-781346, 0, Barama",www.baramacollege.ac.in,State Government,1971,No,Rural,2020,2010,Rural,State Government,Government,1971
Assam,Nagaon,State Public University,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI (Id: U-0669)","SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",U-0669,NEF COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH (Id: C-63963),NEF COLLEGE OF PHARMACEUTICAL EDUCATION AND RESEARCH,C-63963,Affiliated College,"NEF College of Pharmaceutical Education & Research, Jail Road, Haibargaon, , Fauzdaripatty",www.nefcper.org,Private Un-Aided,2020,No,Urban,2020,2020,Urban,Private Un-Aided,Private,2020
Assam,Barpeta,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Barnagar B.Ed. College (Id: C-17280),Barnagar B.Ed. College,C-17280,Affiliated College,"Sorbhog, Sorbhog, Sorbhog",http://barnagarbed.org,Private Aided,1997,No,Rural,2020,2010,Rural,Private Aided,Private,1997
Assam,Dibrugarh,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Nandalal Borghoain City College P.O.Dibrugarh (Id: C-8467),Nandalal Borghoain City College P.O.Dibrugarh,C-8467,Affiliated College,"C R BUILDING, DIBRUGARH",www.nlbcitycollege.org.in,State Government,1992,Arts,Urban,2020,2010,Urban,State Government,Government,1992
Assam,Tinsukia,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Doom Dooma College P.O. Rupaisiding-786153 (Id: C-8425),Doom Dooma College P.O. Rupaisiding-786153,C-8425,Affiliated College,"P.O. RUPAI-SIDING, DIST. TINSUKIA, DOOMDOOMA",http://doomdoomacollege.edu.in,State Government,1967,No,Rural,2020,2010,Rural,State Government,Government,1967
Assam,Bongaigaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,R.G. Memorial College (Id: C-17334),R.G. Memorial College,C-17334,Affiliated College,"VILL- JHARPARA PART-2, P.O.- LENGTISINGA, P.S.- ABHAYAPURI, DIST.- BONGAIGAON, Abhayapuri",www.rgmc.ac.in,State Government,1992,No,Rural,2020,2010,Rural,State Government,Government,1992
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Madhya Kampeeth College (Id: C-17357),Madhya Kampeeth College,C-17357,Affiliated College,"Borka, Pub Borka, Guwahati",,Local Body,1986,No,Rural,2018,2010,Rural,Local Body,Government,1986
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,T.T. College (Id: C-17186),T.T. College,C-17186,Affiliated College,"Mirza Kamrup, Opposite Road, Dakshin Kamrup College, Mirza, Guwahati",www.ttcollegemirza.com,Private Aided,1992,Education/Teacher Education,Rural,2020,2010,Rural,Private Aided,Private,1992
Assam,Udalguri,State Public University,BODOLAND UNIVERSITY (Id: U-0674),BODOLAND UNIVERSITY,U-0674,Bhergaon College (Id: C-60557),Bhergaon College,C-60557,Affiliated College,"MAHALIAPARA, UDALGURI, BHERGAON, TANGLA",,Local Body,2007,No,Rural,2020,2018,Rural,Local Body,Government,2007
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Lakhimpur Girls College P.O.Lakhimpur- 787001 (Id: C-8479),Lakhimpur Girls College P.O.Lakhimpur- 787001,C-8479,Affiliated College,"04, Old College Road, North Lakhimpur",www.lgcollege.ac.in,State Government,1972,No,Urban,2020,2010,Urban,State Government,Government,1972
Assam,Karimganj,Central University,"Assam University, Silchar (Id: U-0050)","Assam University, Silchar",U-0050,Nilambazar College (Id: C-26435),Nilambazar College,C-26435,Affiliated College,"Nilambazar College, P.O.Nilambazar, Karimganj",nilambazarcollege.com,State Government,1994,No,Rural,2020,2010,Rural,State Government,Government,1994
Assam,Bongaigaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Bongaigaon College (Id: C-17355),Bongaigaon College,C-17355,Affiliated College,"Bongaigaon College, Bongaigaon Assam-783380, Bongaigaon College, Bongaigaon Assam-783380, Bongaigaon",www.bongaigaoncollege.ac.in,State Government,1964,No,Urban,2020,2010,Urban,State Government,Government,1964
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,B M B B COMMERCE COLLEGE (Id: C-49243),B M B B COMMERCE COLLEGE,C-49243,Affiliated College,"Patgaon, Dakhin Rani, Guwahati",www.bmbb.ac.in,Private Un-Aided,2011,Commerce,Urban,2020,2012,Urban,Private Un-Aided,Private,2011
Assam,Barpeta,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Barpeta Road Howli College (Id: C-17325),Barpeta Road Howli College,C-17325,Affiliated College,"Barpeta Road Howli College, P.O. Howli, Moutupuri",www.bhcollege.ac.in,State Government,1966,No,Rural,2020,2010,Rural,State Government,Government,1966
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,College of Teacher Education Dhakuakhana (Id: C-63323),College of Teacher Education Dhakuakhana,C-63323,Recognized Center,"Dhakuakhana, Lakhimpur, Assam Baruatika, Ward no- 02 to the East of Konwar gaon Chariali, Dhakuakhana, Lakhimpur, Assam Baruatika, Ward no- 02 to the East of Konwar gaon Chariali, dhakuakhana",https://ctedhakuakhana.org.in/,Private Aided,1998,No,Rural,2020,2019,Rural,Private Aided,Private,1998
Assam,Hailakandi,Central University,"Assam University, Silchar (Id: U-0050)","Assam University, Silchar",U-0050,M.H.C Memorial  Sc College (Id: C-26434),M.H.C Memorial Sc College,C-26434,Affiliated College,"P.O:Kalibari Bazar,, Algapur, Hailakandi",www.mhcmsc.in,State Government,1997,Science,Rural,2020,2010,Rural,State Government,Government,1997
Assam,Kamrup,State Public University,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI (Id: U-0669)","SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",U-0669,Regional Dental College (Id: C-17106),Regional Dental College,C-17106,Affiliated College,"Indrapur, Guwahati, Guwahati-781032, Guwahati",www.rdcassam.webs.com,State Government,1982,Medical-Dental,Urban,2018,2010,Urban,State Government,Government,1982
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,K.C. Das Commerce College (Id: C-17090),K.C. Das Commerce College,C-17090,Affiliated College,"CHATRIBARI, GUWAHATI-781008, NEAR GAUHATI GOSHALA, GUWAHATI",kcdccollege.ac.in,State Government,1983,Commerce,Urban,2020,2010,Urban,State Government,Government,1983
Assam,Barpeta,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Srimanta Sankar Madhab Mahavidyalaya (Id: C-17371),Srimanta Sankar Madhab Mahavidyalaya,C-17371,Affiliated College,"Vill.- Bhatkuchi, P.O.- Bhatkuchi, PIN- 781314, PS- Barpeta, Barpeta",,State Government,1991,No,Rural,2020,2010,Rural,State Government,Government,1991
Assam,Karimganj,State Public University,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI (Id: U-0669)","SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",U-0669,ALLAMA TR COLLEGE OF PHARMACY (Id: C-63965),ALLAMA TR COLLEGE OF PHARMACY,C-63965,Affiliated College,"Srigouri, Hassanpur, Badarpur",www.atrcp.org,Private Un-Aided,2020,Pharmacy,Rural,2020,2020,Rural,Private Un-Aided,Private,2020
Assam,Nagaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Hojai Girl's College (Id: C-17262),Hojai Girl's College,C-17262,Affiliated College,"New Market, Hojai, Ward No.-3, Hojai, Hojai",www.hojaigirlscollege.org.in,State Government,1991,No,Urban,2020,2010,Urban,State Government,Government,1991
Assam,Kamrup,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Pub-Bongsor College (Id: C-17366),Pub-Bongsor College,C-17366,Affiliated College,"Pacharia, P.O.- Pacharia, Dist- Kamrup, Pin- 781104, Pacharia, P.O.- Pacharia, Dist- Kamrup, Pin- 781104, Guwahati",www.pubbongsorcollege.in,State Government,1996,No,Rural,2020,2010,Rural,State Government,Government,1996
Assam,Kamrup Metro,State Public University,"SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI (Id: U-0669)","SRIMANTA SANKARADEVA UNIVERSITY OF HEALTH SCIENCES, GUWAHATI",U-0669,Dispur Nursing Institute (Id: C-60396),Dispur Nursing Institute,C-60396,Affiliated College,"House No-51, Near Basistha Mandir, Basistha, Opposite Touriust Dhaba, Guwahati",www.dispurnursinginstitute.com,Private Un-Aided,2014,Nursing,Urban,2018,2018,Urban,Private Un-Aided,Private,2014
Assam,Sivasagar,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,H.C.D.C. College P.O. Nitaipkhuri-785671 (Id: C-8389),H.C.D.C. College P.O. Nitaipkhuri-785671,C-8389,Affiliated College,"Nitaipukhuri, Nitaipukhuri, Sivasagar",www.hcdgcollege.org.in,State Government,1965,No,Rural,2020,2010,Rural,State Government,Government,1965
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,"PGT College ,Bihpuria Lakhimpur-784161 (Id: C-8399)","PGT College ,Bihpuria Lakhimpur-784161",C-8399,Affiliated College,"Bihpuria Town   Ward No-1, P.O- Bihpuria   Pin-784161, Bihpuria",http://www.bpgtc.in,Local Body,1993,No,Urban,2020,2010,Urban,Local Body,Government,1993
Assam,Nagaon,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Nowgong College (Id: C-17306),Nowgong College,C-17306,Affiliated College,"Nowgong College, A.T. Road, Nagaon, Assam, Pin - 782001, Nowgong College, A.T. Road, Nagaon, Assam, Pin - 782001, Nagaon",www.nowgongcollege.edu.in,State Government,1944,No,Urban,2020,2010,Urban,State Government,Government,1944
Assam,Dhubri,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,Progati College (Id: C-17254),Progati College,C-17254,Affiliated College,"P.O. AGOMANI, DHUBRI, KALDOBA PT- III",www.progaticollegeagomani.in,State Government,1991,No,Rural,2020,2010,Rural,State Government,Government,1991
Assam,Dhemaji,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,"Laimekuri College P.O. Laimekuri, Jonai Dist. Dhemaji Pin. 787060 (Id: C-8392)","Laimekuri College P.O. Laimekuri, Jonai Dist. Dhemaji Pin. 787060",C-8392,Affiliated College,"Laimekuri, Laimekuri, Jonai",,Local Body,1996,No,Rural,2020,2010,Rural,Local Body,Government,1996
Assam,Tinsukia,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Digboi Mohila Mahavidyalaya P.O. Digboi-786171 (Id: C-8469),Digboi Mohila Mahavidyalaya P.O. Digboi-786171,C-8469,Affiliated College,"Muliabari, Digboi, P.O-Digboi, Digboi",www.digboimahilamahavidyalaya.org,State Government,1981,No,Rural,2020,2010,Rural,State Government,Government,1981
Assam,Kokrajhar,State Public University,"Gauhati University, Guwahati (Id: U-0052)","Gauhati University, Guwahati",U-0052,"Girl's College, Kokrajhar (Id: C-17235)","Girl's College, Kokrajhar",C-17235,Affiliated College,"Narabari, PO & Dist- Kokrajhar, Kokrajhar",www.gckokrajhar.ac.in,State Government,1990,No,Rural,2020,2010,Rural,State Government,Government,1990
Assam,Lakhimpur,State Public University,"Dibrugarh University, Dibrugarh (Id: U-0051)","Dibrugarh University, Dibrugarh",U-0051,Kherajkhat College. P.O. Bhugpur Chariali (Id: C-8379),Kherajkhat College. P.O. Bhugpur Chariali,C-8379,Affiliated College,"Deotola, Bhogpur",kherajkhatcollege.in,State Government,1982,No,Rural,2020,2010,Rural,State Government,Government,1982
